sector,area_m2,pisos,habitaciones,banos,antiguedad,garaje,precio
La Carolina,147.0,2,4,4,22,1,255274.41
Centro Norte,151.4,2,3,3,0,0,217030.12
Carapungo,188.0,2,1,2,13,1,111747.81
Carapungo,122.0,3,3,2,2,1,79119.3
Gonzalez Suarez,214.9,1,3,2,0,1,436929.43
Centro Norte,95.2,2,5,3,3,1,152787.17
Calderon,187.4,1,3,2,5,1,136688.12
Carapungo,45.0,2,4,2,10,1,26191.46
Quitumbe,111.7,3,3,1,0,1,99043.33
Centro Norte,172.1,2,1,2,4,1,239749.85
Cumbaya,107.7,2,3,2,3,1,181373.6
Quitumbe,163.0,2,3,1,8,1,117553.06
Cumbaya,124.7,3,3,3,3,1,256309.13
Quitumbe,77.3,3,4,1,37,1,55640.36
Centro Historico,89.5,3,3,2,7,1,75931.32
Tumbaco,47.7,2,3,3,2,1,63322.34
Centro Norte,133.6,2,3,2,23,1,154359.4
Centro Historico,45.0,2,3,2,3,1,38538.88
Centro Norte,119.2,2,4,3,2,1,169898.49
Tumbaco,132.1,2,4,2,0,0,166253.61
Gonzalez Suarez,214.7,1,4,4,3,0,404356.01
Conocoto,177.3,1,3,2,0,1,126492.81
La Carolina,97.7,2,5,4,18,0,140951.94
Gonzalez Suarez,173.6,1,3,2,15,1,311034.81
Centro Historico,199.3,3,5,1,8,0,143547.36
Calderon,94.9,2,2,2,5,1,56158.28
Carapungo,58.5,3,3,2,0,1,33665.42
Centro Historico,150.8,3,3,3,8,1,121357.73
Calderon,223.3,2,3,1,6,1,142098.58
Cumbaya,106.8,1,3,2,4,1,178465.21
Quitumbe,171.7,2,2,2,5,1,110466.62
Conocoto,45.0,1,2,1,12,1,36018.13
Tumbaco,116.6,1,3,2,4,1,142241.35
Centro Norte,246.8,3,5,2,5,0,306253.63
Conocoto,94.0,1,2,3,2,1,97441.71
La Carolina,140.3,2,3,2,4,1,245054.33
Gonzalez Suarez,172.4,2,2,2,1,0,329125.15
Calderon,111.8,2,4,3,7,1,81753.56
Centro Norte,101.2,2,3,2,5,1,128100.52
Tumbaco,80.1,2,2,2,8,1,76940.67
La Carolina,98.5,1,3,3,8,1,138973.39
Tumbaco,152.7,2,2,2,5,0,163000.58
Carapungo,111.6,1,5,2,6,1,58483.11
Cumbaya,159.3,1,1,2,12,1,286910.78
La Carolina,100.6,2,3,2,16,1,128035.27
Centro Historico,109.4,3,3,1,13,1,79247.34
Tumbaco,167.4,2,3,1,4,1,221758.97
Gonzalez Suarez,146.4,2,1,3,16,1,215950.79
Quitumbe,128.9,2,3,1,13,0,63581.15
Calderon,133.4,3,3,2,0,1,118977.5
Calderon,178.3,2,4,2,1,1,122783.64
Cumbaya,129.8,3,3,2,36,1,151251.63
Quitumbe,174.0,3,3,3,0,1,117542.15
Calderon,71.3,1,5,1,10,0,48245.13
La Carolina,105.2,2,4,2,0,1,179784.89
Centro Historico,102.4,1,4,2,29,1,76651.61
Quitumbe,91.8,2,2,2,8,1,70764.11
Tumbaco,73.0,1,3,2,6,1,106617.95
Gonzalez Suarez,173.2,1,4,2,0,1,343321.85
Conocoto,129.5,2,3,2,6,1,116521.4
Quitumbe,228.6,2,3,2,6,0,169441.34
Carapungo,83.7,2,2,2,0,1,60131.44
Quitumbe,158.8,2,3,2,2,1,122089.79
Centro Historico,154.3,2,2,3,9,1,143419.54
La Carolina,232.8,1,3,3,15,1,357807.1
Quitumbe,110.8,3,3,3,2,1,85975.61
Conocoto,138.5,2,4,3,9,0,113384.07
Centro Historico,163.7,3,2,2,1,1,148034.82
Quitumbe,82.6,2,3,2,0,1,61496.17
Carapungo,160.4,1,3,3,2,1,124572.55
Conocoto,144.9,2,3,2,2,0,145040.19
La Carolina,108.8,2,3,1,9,1,151577.06
Quitumbe,159.4,1,5,1,1,1,140070.26
La Carolina,129.6,2,3,2,3,1,211459.24
Tumbaco,199.9,2,1,3,10,0,258895.2
Tumbaco,117.6,1,5,2,19,1,137049.51
La Carolina,110.6,1,5,2,6,1,149199.64
Quitumbe,85.2,2,2,3,3,1,68408.66
Centro Historico,185.9,1,4,2,13,1,140531.12
Centro Historico,135.4,1,2,4,5,1,110457.83
Gonzalez Suarez,56.1,3,2,2,34,1,75595.34
Tumbaco,51.5,2,2,4,8,0,55253.68
La Carolina,90.3,1,3,2,4,1,172682.21
Gonzalez Suarez,145.4,1,3,2,14,1,217653.93
Quitumbe,176.1,1,4,3,22,1,91415.4
Centro Historico,115.5,2,2,2,12,0,76532.12
Cumbaya,121.4,1,3,3,16,1,189870.11
Carapungo,160.8,1,2,1,0,0,100164.76
Quitumbe,45.0,1,3,1,3,1,25981.94
Centro Norte,252.9,1,3,4,25,1,277577.08
Gonzalez Suarez,149.9,2,3,4,0,0,232143.03
Centro Norte,112.2,1,4,2,8,0,155877.58
Calderon,89.0,2,3,3,20,1,58565.38
Centro Norte,212.5,2,1,4,3,1,277003.9
Calderon,157.3,1,2,3,0,1,93421.79
Centro Norte,189.8,2,1,1,2,0,246645.84
Gonzalez Suarez,130.4,1,2,3,5,1,280798.16
Carapungo,90.1,2,3,2,0,1,57667.17
Centro Norte,61.3,2,3,2,3,1,87780.93
Quitumbe,119.6,3,4,4,4,1,85626.24
Quitumbe,77.2,2,4,1,10,1,63762.21
Gonzalez Suarez,225.8,1,2,3,2,1,403802.09
Centro Historico,126.0,3,3,2,0,0,112742.96
Cumbaya,52.1,2,1,3,10,1,81875.07
La Carolina,170.9,1,2,4,43,1,191860.15
La Carolina,148.9,1,3,2,5,1,263082.57
Conocoto,79.1,3,2,3,2,1,61220.51
Carapungo,144.2,2,2,2,20,1,67594.1
Carapungo,193.4,3,2,2,13,0,118959.0
Gonzalez Suarez,151.7,2,4,2,34,1,285683.06
Gonzalez Suarez,136.8,1,5,2,3,1,261427.87
Carapungo,141.5,3,3,2,45,1,75722.97
Tumbaco,205.4,1,3,4,3,1,223122.05
Centro Historico,192.9,1,3,1,5,0,173509.43
Gonzalez Suarez,137.6,2,4,2,4,0,263524.1
Quitumbe,95.7,1,3,2,6,1,54457.92
Cumbaya,132.2,1,3,4,10,1,185472.39
Cumbaya,237.8,2,3,3,1,1,507379.29
Cumbaya,203.6,2,4,2,11,1,353045.5
Quitumbe,129.8,2,4,3,31,1,91340.13
Conocoto,134.5,2,3,2,10,1,131610.62
Calderon,146.5,3,4,3,2,1,114409.6
La Carolina,154.6,3,2,2,18,1,281779.39
Calderon,120.6,2,3,3,5,1,77721.27
Centro Historico,174.4,1,3,1,1,0,152802.8
Conocoto,195.6,3,3,2,10,1,227054.86
Centro Historico,159.8,2,3,2,13,1,102874.46
La Carolina,72.1,1,1,4,2,1,102668.54
Calderon,178.5,3,2,2,13,1,98204.06
Quitumbe,96.2,1,3,2,5,1,67873.86
Conocoto,132.1,2,2,4,18,1,147354.3
Carapungo,168.6,2,2,2,6,1,94871.04
Centro Historico,104.7,2,3,2,1,1,75632.72
Centro Norte,87.2,2,4,2,7,1,96832.09
Cumbaya,129.2,2,3,1,8,1,215429.98
Calderon,103.1,2,1,4,0,1,68497.35
Gonzalez Suarez,183.2,1,3,1,3,0,363452.14
Carapungo,129.7,2,3,2,5,0,83501.86
La Carolina,118.5,1,3,3,7,1,187336.37
Conocoto,86.9,2,3,3,19,1,75134.66
Cumbaya,140.6,2,3,2,14,1,224967.45
Cumbaya,90.7,2,2,3,1,1,194332.46
Tumbaco,127.6,3,3,2,2,0,176322.78
Quitumbe,170.8,1,5,2,2,0,151124.38
Centro Historico,133.5,1,3,4,15,1,129873.48
Tumbaco,120.0,3,5,1,2,1,162992.18
Tumbaco,91.2,1,1,1,39,0,79562.11
Centro Historico,141.6,1,4,2,1,1,125910.78
Conocoto,134.2,2,2,2,13,1,103611.24
Gonzalez Suarez,167.5,1,3,1,0,1,350251.09
Centro Norte,157.2,2,4,3,5,1,210672.92
Calderon,73.5,2,2,2,7,1,56664.41
Tumbaco,208.9,3,2,3,0,1,240287.1
Tumbaco,202.2,1,4,2,2,1,285612.46
Carapungo,155.9,2,3,3,3,1,98265.63
Cumbaya,127.4,2,3,1,4,0,215322.37
Cumbaya,138.4,1,3,3,13,0,256816.25
Centro Historico,92.3,1,3,2,0,1,68803.03
Calderon,230.7,2,2,4,5,1,179506.0
Centro Norte,88.2,2,1,3,13,1,100066.03
Gonzalez Suarez,165.8,1,3,4,0,1,388024.59
Carapungo,238.3,2,2,1,23,1,146408.64
La Carolina,178.8,1,3,1,28,1,208716.23
Centro Norte,180.4,1,4,3,8,1,275936.45
Gonzalez Suarez,187.1,1,1,4,0,1,335535.88
La Carolina,192.4,3,3,3,5,1,269764.86
Centro Norte,99.4,2,3,3,6,1,123387.21
La Carolina,122.6,2,3,3,5,1,221206.8
Calderon,130.5,2,3,3,14,1,61327.36
La Carolina,156.6,3,3,1,17,0,256157.3
Calderon,129.8,1,1,3,32,1,72920.21
Gonzalez Suarez,135.6,2,3,2,0,1,268447.93
Cumbaya,182.6,2,2,2,8,1,332809.9
La Carolina,119.2,1,3,2,0,0,142812.78
Carapungo,80.0,3,2,1,2,1,56059.73
Quitumbe,171.0,2,3,2,2,1,132140.09
Calderon,67.3,1,2,2,22,1,41112.04
Calderon,119.2,3,3,1,0,1,73184.65
Conocoto,253.0,2,2,3,11,1,185356.82
Cumbaya,216.6,1,3,2,12,1,309532.25
Calderon,145.5,3,2,2,7,1,98278.82
Cumbaya,151.7,3,3,1,4,1,255600.6
Quitumbe,112.4,2,3,2,5,1,99381.6
Gonzalez Suarez,81.1,1,3,2,6,1,133758.36
Calderon,117.6,1,5,4,14,1,65729.98
Gonzalez Suarez,136.7,2,2,2,4,1,250770.17
Calderon,132.5,2,5,2,19,1,73742.97
Tumbaco,106.4,2,4,3,20,1,153315.4
Quitumbe,182.5,2,3,2,1,1,125632.69
Cumbaya,87.9,2,1,2,4,1,156198.13
Centro Norte,174.8,2,2,2,6,1,209643.63
La Carolina,156.0,3,5,2,6,1,272245.5
Cumbaya,164.7,3,5,1,8,1,329131.91
Carapungo,123.2,2,3,2,2,1,82286.52
Centro Norte,196.5,1,4,4,0,1,337780.16
La Carolina,208.6,1,3,2,14,1,262603.88
Gonzalez Suarez,211.2,3,4,4,3,0,498155.68
Cumbaya,154.3,2,2,1,20,1,277734.22
Calderon,180.8,1,3,3,10,1,139509.45
Quitumbe,283.0,1,3,2,1,1,217243.86
Centro Historico,198.2,2,3,4,0,1,133750.87
Carapungo,72.4,1,4,2,2,1,53263.19
La Carolina,183.7,3,4,4,0,1,346451.36
Gonzalez Suarez,108.8,3,3,2,9,1,177600.08
Quitumbe,198.6,3,3,1,8,1,171554.38
Cumbaya,133.1,2,4,2,3,1,208945.94
Tumbaco,64.0,2,3,3,2,1,64971.22
Quitumbe,156.2,2,3,4,0,0,93038.47
Carapungo,177.4,2,3,2,23,1,100459.99
Cumbaya,45.0,1,2,3,11,1,71636.37
Quitumbe,62.9,2,3,2,3,1,40349.27
Centro Norte,191.7,3,4,2,0,1,214618.56
Calderon,132.5,2,3,2,6,1,111429.08
Quitumbe,124.2,2,2,3,0,1,108865.8
Carapungo,106.3,2,3,1,0,1,58592.04
Carapungo,192.2,1,3,2,0,1,121798.71
Conocoto,155.4,2,2,2,2,0,168348.42
Centro Norte,173.4,2,3,2,5,1,205645.33
Tumbaco,250.6,2,5,1,3,1,214298.85
Gonzalez Suarez,80.7,2,4,2,2,1,122670.48
Quitumbe,265.2,1,1,2,8,1,164453.37
Conocoto,175.8,2,2,3,14,1,132858.6
Calderon,172.3,1,2,1,0,1,116474.19
Centro Norte,257.0,1,3,2,4,1,376165.32
La Carolina,214.1,2,4,2,16,1,312522.28
Tumbaco,169.9,2,3,2,16,0,145055.49
Conocoto,102.7,1,5,2,30,1,97604.81
Quitumbe,73.0,1,4,1,6,1,44744.95
Calderon,45.0,2,4,2,5,1,33135.75
Centro Norte,148.4,3,3,2,25,1,190740.79
Cumbaya,148.5,1,4,3,27,1,273151.14
Carapungo,156.1,2,2,1,6,1,117274.23
Tumbaco,98.1,3,3,1,1,1,131117.33
Carapungo,205.3,3,3,2,21,0,150578.37
Cumbaya,158.2,2,3,3,4,0,257525.82
Conocoto,232.2,3,3,2,15,1,191795.97
Carapungo,126.5,3,3,3,3,1,86503.52
Centro Norte,189.4,2,4,2,5,1,256596.22
Centro Norte,183.4,1,3,2,18,1,238035.69
Carapungo,45.0,2,3,2,10,0,26996.69
Calderon,109.0,2,2,2,0,1,68703.97
Quitumbe,188.9,2,2,1,6,1,110035.01
Quitumbe,125.4,1,3,3,7,0,110897.89
La Carolina,162.9,3,3,2,13,1,265265.97
Quitumbe,139.6,2,4,1,1,0,103521.2
Gonzalez Suarez,147.3,3,3,2,0,0,259528.62
Gonzalez Suarez,80.9,3,4,3,8,1,151881.51
Conocoto,120.0,3,2,2,16,0,111084.74
Calderon,211.3,2,2,3,16,1,151781.83
Quitumbe,112.3,1,4,1,2,1,91006.4
La Carolina,105.3,2,3,3,24,1,160040.49
Gonzalez Suarez,172.0,1,4,2,8,1,224828.02
La Carolina,111.4,2,2,4,16,1,176733.87
Calderon,51.5,2,5,2,1,1,32525.82
Tumbaco,114.5,3,3,2,4,1,116827.84
Tumbaco,145.7,3,4,2,0,0,189953.77
Quitumbe,122.0,1,3,2,6,1,99497.69
Centro Norte,140.4,2,3,3,20,1,185797.65
Conocoto,176.6,1,3,2,21,0,142550.48
Carapungo,214.8,3,4,2,9,1,133869.95
Quitumbe,132.8,1,2,3,9,1,110908.66
Carapungo,74.5,1,3,2,2,1,54241.08
Tumbaco,102.1,2,3,3,0,1,141241.0
Calderon,79.9,1,2,1,1,1,52393.91
Cumbaya,190.0,1,3,2,7,1,256957.33
Calderon,135.0,1,3,1,17,1,91369.25
Gonzalez Suarez,135.8,1,4,4,0,1,236692.46
Cumbaya,203.1,1,4,3,8,1,338999.51
La Carolina,117.0,2,3,2,5,1,137903.07
Tumbaco,107.1,2,5,4,3,1,128962.38
Conocoto,115.9,2,3,4,7,1,101761.17
Quitumbe,92.7,2,4,1,2,1,59143.12
Cumbaya,116.1,1,4,2,1,1,222729.84
Tumbaco,117.3,2,2,2,1,1,170764.27
La Carolina,137.0,1,1,2,7,1,192349.1
La Carolina,194.3,1,3,2,21,1,344310.14
Cumbaya,169.0,2,3,1,8,1,227020.5
Quitumbe,133.9,1,3,1,0,1,88550.63
Cumbaya,45.0,2,2,2,11,1,81627.98
Calderon,83.8,1,3,2,4,1,59539.61
Tumbaco,83.5,2,3,3,1,0,96396.73
Cumbaya,59.6,1,4,2,8,0,96787.59
Centro Norte,80.8,2,4,2,9,1,111002.33
Carapungo,101.8,1,3,2,25,1,68025.98
Conocoto,174.6,3,2,3,4,1,182366.7
Calderon,170.7,2,3,1,9,1,90863.05
Tumbaco,233.1,1,3,3,1,1,280928.64
Calderon,160.8,1,2,2,0,1,100191.15
Gonzalez Suarez,221.7,1,2,2,3,1,313570.24
Gonzalez Suarez,203.8,3,5,3,0,1,384676.73
Gonzalez Suarez,198.6,2,4,2,1,1,400569.49
Centro Historico,45.0,1,2,4,2,1,44019.5
Conocoto,106.7,3,3,1,5,1,106110.57
Centro Historico,120.5,1,1,2,13,1,96331.23
Carapungo,183.6,1,3,3,2,1,97764.82
Calderon,128.2,1,1,3,4,1,89387.39
La Carolina,67.9,2,3,3,11,1,98224.65
Conocoto,45.0,1,3,4,18,1,49683.8
Calderon,191.1,2,2,3,7,1,134841.79
Centro Historico,176.0,1,2,3,2,1,142450.07
Centro Historico,116.1,3,2,2,1,1,110095.5
Quitumbe,80.5,1,2,1,12,1,45567.96
Gonzalez Suarez,165.3,2,2,4,13,1,358563.32
Centro Norte,95.6,1,3,3,1,1,109533.98
Carapungo,92.6,1,4,2,11,1,63655.02
Quitumbe,154.1,1,2,2,14,0,100701.18
La Carolina,103.4,1,3,3,0,1,171184.1
Cumbaya,255.4,1,3,2,3,1,452842.36
Calderon,67.0,2,3,4,6,1,46751.3
Centro Historico,183.9,3,3,3,13,1,145535.14
Cumbaya,239.9,2,2,3,3,1,516590.43
Cumbaya,176.3,2,2,2,6,1,278991.03
Conocoto,102.2,2,3,1,0,1,87634.8
La Carolina,162.2,1,4,2,0,1,244081.71
Centro Historico,45.0,2,3,2,0,1,37851.56
Cumbaya,156.0,2,4,2,3,1,307688.95
Centro Historico,158.2,3,2,3,6,1,164337.07
Quitumbe,110.9,1,4,3,0,1,75510.08
Carapungo,137.9,2,4,3,12,1,77658.11
Conocoto,132.6,2,3,1,32,0,115859.02
Tumbaco,134.2,2,2,2,3,1,165755.84
Quitumbe,112.4,3,3,1,2,0,82920.72
La Carolina,101.5,1,2,4,3,1,152955.4
Centro Historico,108.7,2,2,2,22,1,80076.84
Conocoto,125.2,1,2,4,12,1,101240.82
Quitumbe,216.3,1,4,1,14,1,135527.63
Cumbaya,117.6,3,2,3,1,1,170480.63
Centro Norte,200.4,2,4,2,6,1,238131.84
Cumbaya,126.6,2,2,2,14,1,220395.05
Carapungo,250.2,2,4,4,6,1,167209.25
Cumbaya,84.5,1,4,4,4,1,127647.34
La Carolina,137.9,2,4,2,0,1,286404.01
Conocoto,84.4,3,1,2,6,1,61063.8
Centro Historico,55.3,1,5,3,11,1,41367.16
Centro Historico,95.9,2,2,3,1,1,75527.04
Cumbaya,308.0,2,3,3,15,0,350134.37
Conocoto,170.5,1,2,1,2,1,131972.79
Quitumbe,226.7,2,4,3,7,0,207287.67
Centro Historico,192.8,2,3,2,1,1,150286.48
Tumbaco,149.3,1,1,2,11,1,160595.24
Conocoto,196.1,2,2,1,0,1,141916.7
Carapungo,138.4,2,3,1,5,1,79741.53
Gonzalez Suarez,99.8,2,1,4,27,0,160381.44
Quitumbe,157.9,2,3,3,7,1,138984.08
Carapungo,149.3,2,4,2,0,1,81802.35
Tumbaco,144.5,2,2,3,15,1,140704.64
Tumbaco,223.3,2,2,2,0,1,315719.04
Conocoto,154.6,2,2,2,6,1,135047.53
Centro Historico,177.6,2,4,1,11,1,136711.04
Centro Norte,122.8,2,2,1,18,1,149930.21
Gonzalez Suarez,158.6,3,2,3,12,1,275631.06
Cumbaya,198.5,2,3,4,4,1,344033.58
Carapungo,62.3,2,2,2,6,0,35972.45
La Carolina,79.0,1,4,3,11,1,120969.54
Centro Norte,161.0,2,1,4,2,0,164600.63
La Carolina,187.7,1,4,1,1,1,296621.96
Gonzalez Suarez,164.7,1,3,2,0,1,319728.11
Carapungo,144.9,2,5,1,0,1,104020.44
La Carolina,119.8,2,1,1,5,0,140876.62
Gonzalez Suarez,105.9,2,2,2,17,1,153242.94
Gonzalez Suarez,159.7,1,3,2,12,1,325619.56
Cumbaya,193.6,2,2,3,2,1,359944.44
Conocoto,110.2,2,3,2,0,1,98718.28
Tumbaco,137.5,3,2,2,3,0,153418.07
La Carolina,119.8,2,3,2,10,1,179909.24
Quitumbe,190.7,3,3,1,10,1,119016.69
La Carolina,186.0,2,3,2,1,1,285830.11
La Carolina,187.1,1,4,2,24,1,275607.81
Cumbaya,125.4,1,3,4,17,1,184836.99
Conocoto,192.3,2,4,2,9,0,169615.99
Centro Norte,188.2,2,1,2,0,0,306336.38
Centro Historico,175.5,1,2,2,9,1,109993.23
Quitumbe,231.3,2,3,2,7,0,152802.75
Centro Historico,69.5,3,4,2,8,1,47279.66
Tumbaco,125.8,2,4,2,16,1,139688.49
La Carolina,138.2,3,3,2,26,1,230118.52
Calderon,139.9,2,3,3,0,1,82782.89
Gonzalez Suarez,121.4,2,3,4,1,1,213227.25
Calderon,196.9,1,3,1,1,1,103823.8
Calderon,100.6,2,3,2,0,1,61396.56
Calderon,176.3,3,5,2,23,0,120085.21
Tumbaco,125.5,1,3,1,3,1,141592.77
Gonzalez Suarez,163.9,2,3,1,4,1,259664.59
Gonzalez Suarez,196.0,1,3,3,5,1,386304.88
Tumbaco,158.7,1,4,1,9,0,190967.63
Cumbaya,196.8,1,3,3,9,1,302215.19
Quitumbe,83.2,2,3,1,34,1,52371.82
Cumbaya,237.2,3,4,2,5,0,534566.21
Gonzalez Suarez,153.5,1,2,2,1,1,262108.67
Conocoto,159.6,1,3,2,9,1,163392.29
La Carolina,173.8,3,3,2,1,1,348125.79
Carapungo,193.7,1,3,4,1,1,113579.06
La Carolina,71.2,1,3,4,3,1,98636.6
Centro Historico,157.2,1,2,4,0,1,124263.16
La Carolina,180.7,2,3,2,8,1,239914.83
Cumbaya,161.3,2,3,2,32,0,166706.78
Gonzalez Suarez,164.1,1,3,2,39,0,275597.51
La Carolina,168.9,3,3,2,14,1,265028.94
Centro Norte,131.8,3,2,3,5,1,141928.74
La Carolina,174.4,1,2,2,2,0,243918.08
Centro Norte,130.8,1,4,2,7,0,149041.27
Calderon,188.5,1,3,1,4,1,114175.84
Centro Norte,218.1,1,4,2,5,1,323402.7
Centro Norte,175.5,1,3,1,0,1,270011.28
Centro Norte,186.0,3,4,2,2,1,196372.95
Gonzalez Suarez,157.6,2,2,2,9,1,222966.46
Conocoto,192.2,3,3,1,22,0,163679.63
Cumbaya,209.7,2,1,4,10,1,420046.65
Conocoto,159.8,3,4,1,2,1,143253.62
Carapungo,160.4,2,3,2,23,0,76744.15
Gonzalez Suarez,212.7,2,5,3,23,0,395356.01
Carapungo,131.5,2,4,4,4,0,77396.19
Conocoto,167.5,2,2,2,6,1,137330.04
Cumbaya,197.6,1,2,4,0,1,345467.58
Centro Historico,124.3,2,3,2,7,1,140353.08
La Carolina,140.0,2,3,2,9,0,162279.2
Centro Historico,161.8,1,5,3,9,1,104737.64
Quitumbe,167.9,3,4,1,21,1,116476.26
Carapungo,45.0,2,4,2,1,1,24632.52
Conocoto,161.5,2,3,2,8,1,134341.66
Centro Historico,265.5,1,2,1,11,1,195597.07
Cumbaya,93.0,1,3,3,6,1,179221.72
Centro Norte,125.2,2,3,2,0,1,206130.3
Conocoto,186.3,2,5,4,6,1,176929.46
Quitumbe,202.3,1,4,3,1,0,154667.19
Tumbaco,163.1,1,2,3,3,1,169411.94
Centro Norte,177.5,2,3,2,5,1,306480.91
La Carolina,204.7,2,2,3,2,1,341890.78
Tumbaco,167.1,1,2,1,9,1,197207.29
Carapungo,135.8,2,5,3,32,1,79856.91
La Carolina,87.8,1,3,3,0,1,93405.12
Cumbaya,210.2,3,3,4,17,0,327991.27
Quitumbe,179.5,3,2,1,10,1,164761.15
Cumbaya,109.3,2,3,1,0,0,161364.18
Carapungo,151.7,2,4,3,10,1,89052.51
Conocoto,94.7,2,3,3,15,1,74803.76
Centro Norte,150.8,2,3,4,10,1,176767.63
Carapungo,93.6,1,3,1,3,1,65639.86
Tumbaco,50.1,1,1,2,11,1,67122.53
Quitumbe,106.4,3,3,4,0,1,108924.72
La Carolina,85.6,2,4,2,3,1,122452.9
Calderon,279.7,3,3,3,15,1,249817.65
Conocoto,45.0,1,4,3,2,1,37552.15
Conocoto,123.5,1,3,2,7,1,127948.49
Centro Norte,140.2,2,3,1,15,1,177683.31
Centro Historico,331.5,1,2,2,4,0,259097.72
Calderon,206.8,3,2,4,10,1,164401.19
Calderon,84.9,2,1,2,16,1,48771.55
Calderon,51.7,2,3,2,0,1,37791.02
Centro Norte,121.1,1,4,2,4,1,159506.36
Calderon,92.5,1,4,2,0,1,82384.47
Conocoto,127.3,1,2,3,5,1,108966.12
La Carolina,149.9,2,3,3,2,1,216321.27
Gonzalez Suarez,171.4,1,4,2,0,1,283887.57
Cumbaya,167.0,1,3,2,7,1,333483.78
Gonzalez Suarez,162.2,2,3,2,6,1,292938.62
Quitumbe,133.3,1,2,2,17,1,77548.87
Quitumbe,151.6,2,4,4,1,1,129886.62
Conocoto,102.8,2,3,3,5,1,111596.28
Carapungo,196.8,2,4,4,2,0,123573.12
Calderon,252.7,1,3,3,18,1,181930.83
Centro Norte,61.0,1,2,4,16,1,75212.75
Centro Norte,225.3,2,4,2,9,1,337953.15
Centro Historico,69.5,2,3,1,19,1,54871.58
La Carolina,98.2,2,3,1,2,1,172826.83
La Carolina,199.0,2,3,1,4,1,245361.17
Centro Norte,154.6,2,5,4,2,1,240024.41
Conocoto,233.0,2,5,4,5,1,258865.33
Gonzalez Suarez,80.8,2,1,2,33,1,113647.89
Calderon,83.2,1,4,3,3,1,37845.92
Conocoto,254.2,1,2,3,4,0,244471.87
Carapungo,221.3,1,3,3,0,1,159992.95
Calderon,165.1,2,1,2,2,1,116184.84
Gonzalez Suarez,164.9,2,2,3,0,1,309618.57
Gonzalez Suarez,103.2,3,2,1,3,0,144079.81
Centro Historico,156.8,1,3,3,2,1,111490.95
Centro Norte,149.5,2,2,3,10,1,223296.13
Calderon,175.1,1,3,2,2,1,111790.48
La Carolina,190.8,1,5,1,11,1,285037.05
Centro Norte,107.7,1,3,2,2,1,117939.92
Cumbaya,182.1,1,3,2,0,1,323350.65
Gonzalez Suarez,187.3,2,3,2,3,1,405426.36
Calderon,220.0,2,3,1,17,1,142848.0
La Carolina,69.8,1,4,2,17,1,110108.22
Calderon,87.2,2,3,2,5,1,58945.84
La Carolina,107.5,2,3,2,4,1,172995.34
Carapungo,228.5,3,5,1,15,0,164822.46
Carapungo,132.8,1,4,3,1,1,105082.41
La Carolina,45.0,2,3,3,6,0,64477.72
Cumbaya,93.8,1,3,2,2,1,168059.58
Cumbaya,108.6,2,3,2,10,1,215350.87
Tumbaco,187.9,1,3,2,4,1,208422.31
Tumbaco,87.2,2,3,1,20,1,80351.02
Conocoto,90.3,2,1,3,1,0,87826.84
Conocoto,188.6,3,4,3,6,0,135049.87
Conocoto,101.9,1,2,3,2,1,92943.75
Conocoto,178.3,1,3,1,11,0,146408.15
Quitumbe,76.9,1,4,2,2,1,51601.27
Calderon,99.2,2,4,2,12,0,49779.6
Quitumbe,45.0,2,5,3,13,1,27605.85
Calderon,227.5,1,3,4,21,1,182689.26
Carapungo,149.4,2,2,2,37,1,78491.89
Centro Historico,106.5,1,3,2,3,1,69579.6
Quitumbe,105.1,1,3,1,2,1,83487.97
Quitumbe,65.8,1,4,4,1,1,54468.17
Tumbaco,160.5,2,4,1,31,1,153015.32
Cumbaya,136.3,2,3,3,0,1,210302.23
Centro Historico,96.1,2,3,4,3,1,101649.38
Tumbaco,129.0,2,1,2,10,1,160918.72
Tumbaco,159.0,2,3,2,4,1,173422.53
Cumbaya,108.0,1,3,3,1,1,194608.46
Gonzalez Suarez,143.0,1,2,2,12,0,256244.77
Gonzalez Suarez,259.1,2,2,2,15,1,394246.77
Centro Historico,156.3,2,2,2,12,1,119149.13
Conocoto,183.5,3,4,4,6,1,214598.99
Cumbaya,137.4,2,2,2,8,1,238788.42
Cumbaya,112.0,2,3,1,4,0,197851.43
Conocoto,158.6,2,3,3,1,0,119158.66
Tumbaco,161.9,3,3,2,23,0,186594.51
Tumbaco,50.7,2,3,2,3,1,62735.21
La Carolina,147.4,3,2,2,3,0,233285.14
Carapungo,131.4,2,4,2,0,1,90373.84
Conocoto,223.1,2,1,1,14,1,214816.89
Cumbaya,137.0,3,4,1,2,1,256938.15
Carapungo,119.2,2,3,3,9,1,80249.93
Centro Historico,168.2,2,4,1,2,1,169424.73
Quitumbe,65.1,1,3,3,6,1,42188.78
Carapungo,172.7,1,3,1,1,1,80907.84
Quitumbe,61.1,2,2,2,6,1,42478.95
Gonzalez Suarez,129.7,2,4,3,9,0,203799.17
Centro Historico,138.2,1,2,3,1,1,124643.57
Centro Historico,184.3,2,5,4,16,1,146505.37
Cumbaya,45.0,1,5,2,13,0,83125.5
Cumbaya,113.5,2,3,2,0,1,195488.9
Centro Historico,146.8,2,2,2,6,1,99747.2
Carapungo,128.8,2,3,1,1,0,76605.73
Calderon,159.8,1,3,2,7,1,93342.23
Centro Norte,198.2,1,3,1,1,1,231660.08
Carapungo,175.8,1,4,2,4,1,100778.48
